hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,88.9873,67.6231,114.9850,-0.8614,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,86.4819,63.6749,103.3800,-0.8899,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,86.6318,75.4440,92.2079,-0.8882,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,81.4179,59.4652,103.1280,-0.9476,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.16.147.134],1,201.1415,187.1791,213.1319,0.4163,0,UNITED STATES,(Unknown city),0.0000 0.0000
6,[4.68.111.121],1,199.9840,186.9869,209.3871,0.4031,0,UNITED STATES,New York NY,40.6698 -73.9438
7,[4.69.138.123],1,233.7027,227.6092,235.9819,0.7872,1,UNITED STATES,(Unknown city),0.0000 0.0000
8,[],0,0.0000,0.0000,0.0000,-1.8752,0,S/D,S/D,0.0000 0.0000
9,[4.69.134.21],1,226.7678,223.6381,232.0921,0.7082,1,UNITED STATES,Washington DC,38.9050 -77.0162
10,[4.69.151.169],1,228.5240,213.8829,247.1750,0.7282,1,UNITED STATES,(Unknown city),0.0000 0.0000
11,[],0,0.0000,0.0000,0.0000,-1.8752,0,S/D,S/D,0.0000 0.0000
12,[4.34.191.254],1,256.3540,235.5969,269.4092,1.0453,1,UNITED STATES,(Unknown city),0.0000 0.0000
13,[184.168.0.73],1,224.9970,222.8410,227.5960,0.6881,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
14,[184.168.0.73],1,239.5683,227.2351,247.6490,0.8541,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
15,[97.74.255.129],1,234.4742,223.5639,242.9240,0.7960,1,UNITED STATES,Scottsdale AZ,33.6860 -111.8700
16,[23.229.137.67],1,244.5741,239.6719,253.6452,0.9111,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
