hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,92.5833,41.8310,158.2971,-1.4101,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,70.6092,51.7449,111.2480,-1.5986,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,92.5198,67.5011,111.3420,-1.4107,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,77.6190,45.3160,107.4209,-1.5385,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.16.133.22],1,301.6515,295.0850,308.4300,0.3829,0,UNITED STATES,(Unknown city),0.0000 0.0000
6,[67.17.74.42],1,318.5245,289.1650,362.0620,0.5276,1,UNITED STATES,Warsaw,52.2333 21.0000
7,[146.82.54.2],1,322.4598,303.2110,347.6970,0.5613,1,UNITED STATES,(Unknown city),0.0000 0.0000
8,[194.85.40.133],1,339.5209,311.6879,350.9109,0.7077,1,RUSSIAN FEDERATION,(Unknown city),0.0000 0.0000
9,[194.190.254.118],1,342.4772,327.6749,359.3411,0.7330,1,RUSSIAN FEDERATION,(Unknown city),0.0000 0.0000
10,[93.180.0.174],1,341.5395,332.9940,354.6431,0.7250,1,RUSSIAN FEDERATION,Moscow,55.7500 37.6000
11,[188.44.33.41],1,348.8904,343.4300,354.8162,0.7880,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
12,[188.44.33.22],1,346.7372,333.9081,354.2590,0.7696,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
13,[93.180.0.18],1,345.9570,328.7139,354.1791,0.7629,1,RUSSIAN FEDERATION,Moscow,55.7500 37.6000
