hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,132.9744,51.5599,294.0331,-0.5162,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-1.4364,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-1.4364,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.4364,0,S/D,S/D,0.0000 0.0000
5,[200.89.165.229],1,66.6382,53.7350,77.8859,-0.9752,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.198],1,70.6477,48.4619,87.6710,-0.9475,0, Argentina ,,-34.0000 -64.0000
7,[200.89.165.86],1,85.7660,46.4988,167.1271,-0.8428,0, Argentina ,,-34.0000 -64.0000
8,[67.17.156.165],1,244.3443,211.5641,311.4412,0.2546,0, United States ,,38.0000 -97.0000
9,[67.17.74.42],1,316.6325,292.9440,339.9751,0.7548,1, United States ,,38.0000 -97.0000
10,[146.82.54.2],1,311.5115,299.5050,327.5819,0.7194,1, United States ,Cypress,29.9878 -95.6550
11,[194.85.40.229],1,324.6492,311.7061,339.3998,0.8103,1, Russian Federation ,,60.0000 100.0000
12,[194.190.254.118],1,325.6519,311.5959,343.1668,0.8172,1, Russian Federation ,,60.0000 100.0000
13,[93.180.0.172],1,346.5930,327.5652,367.5609,0.9621,1, Russian Federation ,Moscow,55.7522 37.6156
14,[188.44.33.1],1,353.7120,336.9899,371.7980,1.0114,1, Russian Federation ,Moscow,55.7522 37.6156
15,[188.44.33.34],1,377.2802,353.8060,399.4629,1.1745,1, Russian Federation ,Moscow,55.7522 37.6156
16,[93.180.0.18],1,364.5657,351.6979,378.9778,1.0865,1, Russian Federation ,Moscow,55.7522 37.6156
