hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,236.1715,39.3951,789.9261,0.0487,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-0.7191,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-0.7191,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-0.7191,0,S/D,S/D,0.0000 0.0000
5,[200.89.165.9],1,80.4043,53.4360,109.6840,-0.4577,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.250],1,115.8977,107.4679,129.4639,-0.3423,0, Argentina ,,-34.0000 -64.0000
7,[64.209.94.97],1,92.2323,71.5280,107.6190,-0.4192,0, United States ,,38.0000 -97.0000
8,[67.16.148.102],1,310.9388,215.5051,427.3140,0.2918,0, United States ,,38.0000 -97.0000
9,[4.68.111.121],1,206.6458,223.5160,302.0010,-0.0473,0, United States ,,38.0000 -97.0000
10,[4.69.138.123],1,202.3360,248.9090,287.7140,-0.0613,0, United States ,,38.0000 -97.0000
11,[],0,0.0000,0.0000,0.0000,-0.7191,0,S/D,S/D,0.0000 0.0000
12,[4.69.134.21],1,1440.3577,265.6300,5225.8239,3.9639,1, United States ,,38.0000 -97.0000
13,[4.69.151.133],1,227.5158,209.0740,249.4111,0.0206,0, United States ,,38.0000 -97.0000
14,[],0,0.0000,0.0000,0.0000,-0.7191,0,S/D,S/D,0.0000 0.0000
15,[4.34.191.254],1,273.3293,266.6330,282.1791,0.1696,0, United States ,,38.0000 -97.0000
16,[184.168.0.73],1,282.5155,247.4890,355.4070,0.1994,0, United States ,Scottsdale,33.6119 -111.8906
17,[184.168.0.73],1,210.7282,243.4580,355.5660,-0.0340,0, United States ,Scottsdale,33.6119 -111.8906
18,[97.74.255.129],1,254.6207,244.4079,268.2149,0.1087,0, United States ,Scottsdale,33.6119 -111.8906
19,[23.229.137.67],1,268.7045,241.5390,299.5322,0.1545,0, United States ,Scottsdale,33.6119 -111.8906
