hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,101.8397,42.4619,227.9229,-0.3300,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-0.6291,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-0.6291,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-0.6291,0,S/D,S/D,0.0000 0.0000
5,[200.89.164.209],1,69.2222,46.1450,99.6330,-0.4258,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.129],1,54.0748,43.7260,81.5530,-0.4702,0, Argentina ,,-34.0000 -64.0000
7,[200.89.165.150],1,59.8207,44.1980,75.3541,-0.4534,0, Argentina ,,-34.0000 -64.0000
8,[208.178.245.21],1,48.8182,41.3489,58.3570,-0.4857,0, United States ,,38.0000 -97.0000
9,[67.16.143.22],1,279.2368,255.4522,315.6090,0.1910,0, United States ,,38.0000 -97.0000
10,[208.49.181.70],1,254.9848,231.3151,280.9510,0.1198,0, United States ,,38.0000 -97.0000
11,[184.105.222.2],1,261.2170,244.7600,279.3560,0.1381,0, United States ,Fremont,37.5155 -121.8962
12,[184.105.148.150],1,248.7754,233.9401,270.3938,0.1016,0, United States ,Fremont,37.5155 -121.8962
13,[207.23.240.85],1,248.3686,239.3222,256.9652,0.1004,0, Canada ,Vancouver,49.2836 -123.1041
14,[137.82.123.138],1,245.7750,236.5630,258.6889,0.0928,0, Canada ,Vancouver,49.2765 -123.2177
15,[137.82.123.65],1,265.4043,254.2851,274.2410,0.1504,0, Canada ,Vancouver,49.2765 -123.2177
16,[],0,0.0000,0.0000,0.0000,-0.6291,0,S/D,S/D,0.0000 0.0000
17,[137.82.130.49],1,1503.6992,243.7780,5267.9789,3.7872,1, Canada ,Vancouver,49.2765 -123.2177
