hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,247.8639,39.8228,856.4739,0.8929,1, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-1.3331,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-1.3331,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.3331,0,S/D,S/D,0.0000 0.0000
5,[200.89.165.9],1,58.9558,45.1970,75.7022,-0.8036,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.250],1,65.4671,52.2859,74.8732,-0.7452,0, Argentina ,,-34.0000 -64.0000
7,[64.209.94.97],1,59.6398,50.9791,67.6050,-0.7975,0, United States ,,38.0000 -97.0000
8,[67.16.139.26],1,172.1423,166.7659,175.8261,0.2128,0, United States ,,38.0000 -97.0000
9,[4.68.111.121],1,198.4172,187.6080,211.4408,0.4488,0, United States ,,38.0000 -97.0000
10,[4.69.138.123],1,245.3352,234.9420,255.1420,0.8701,1, United States ,,38.0000 -97.0000
11,[],0,0.0000,0.0000,0.0000,-1.3331,0,S/D,S/D,0.0000 0.0000
12,[4.69.134.21],1,231.5407,203.2428,267.1931,0.7463,1, United States ,,38.0000 -97.0000
13,[4.69.151.133],1,211.7720,205.2560,224.5290,0.5687,1, United States ,,38.0000 -97.0000
14,[],0,0.0000,0.0000,0.0000,-1.3331,0,S/D,S/D,0.0000 0.0000
15,[4.34.191.254],1,264.5610,242.5721,304.9719,1.0428,1, United States ,,38.0000 -97.0000
16,[184.168.0.73],1,273.7544,242.4150,299.6390,1.1254,1, United States ,Scottsdale,33.6119 -111.8906
17,[184.168.0.73],1,279.3530,254.4291,307.5650,1.1756,1, United States ,Scottsdale,33.6119 -111.8906
18,[97.74.255.129],1,256.8262,245.7199,276.2651,0.9733,1, United States ,Scottsdale,33.6119 -111.8906
19,[23.229.137.67],1,254.7920,247.4580,268.4889,0.9551,1, United States ,Scottsdale,33.6119 -111.8906
