hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[186.138.57.1],1,129.1510,67.5089,239.3630,-0.6681,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-0.9699,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-0.9699,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-0.9699,0,S/D,S/D,0.0000 0.0000
5,[200.89.166.81],1,206.3774,189.7650,234.5629,-0.4877,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.86],1,201.8552,176.0540,225.7841,-0.4982,0, Argentina ,,-34.0000 -64.0000
7,[64.214.130.253],1,410.6650,399.8330,427.9420,-0.0103,0, United States ,,38.0000 -97.0000
8,[64.211.206.226],1,513.8673,431.8299,606.9450,0.2309,0, United States ,,38.0000 -97.0000
9,[63.218.56.110],1,535.4390,504.9319,622.2062,0.2813,0, United States ,Miami,25.7743 -80.1937
10,[203.188.118.121],1,510.8010,492.0561,523.8180,0.2237,0, Hong Kong ,,22.2500 114.1667
11,[203.188.117.34],1,516.6230,508.9660,531.6331,0.2373,0, Hong Kong ,,22.2500 114.1667
12,[137.189.192.250],1,1761.7930,489.5568,5519.8290,3.1469,1, Hong Kong ,,22.2500 114.1667
13,[137.189.9.57],1,510.3664,486.4769,533.7820,0.2227,0, Hong Kong ,,22.2500 114.1667
14,[137.189.11.73],1,514.1236,500.4981,522.8560,0.2314,0, Hong Kong ,,22.2500 114.1667
