hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,108.1030,61.2020,218.0219,-0.6003,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-1.2330,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-1.2330,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.2330,0,S/D,S/D,0.0000 0.0000
5,[200.89.165.57],1,70.6612,55.3710,86.1909,-0.8194,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.6],1,54.0438,43.2980,67.8232,-0.9167,0, Argentina ,,-34.0000 -64.0000
7,[200.89.165.150],1,67.3445,44.4429,79.8151,-0.8388,0, Argentina ,,-34.0000 -64.0000
8,[208.50.25.97],1,199.4710,112.8771,266.7661,-0.0655,0, United States ,,38.0000 -97.0000
9,[64.211.83.226],1,261.6118,255.5540,267.3650,0.2982,0, United States ,,38.0000 -97.0000
10,[63.218.56.110],1,300.6579,0.0000,406.1239,0.5267,1, United States ,Miami,25.7743 -80.1937
11,[203.188.118.121],1,428.1393,409.8320,441.6962,1.2729,1, Hong Kong ,,22.2500 114.1667
12,[203.188.117.34],1,421.5772,415.8759,426.7399,1.2345,1, Hong Kong ,,22.2500 114.1667
13,[137.189.192.250],1,416.8158,410.1870,422.6258,1.2066,1, Hong Kong ,,22.2500 114.1667
14,[137.189.9.57],1,402.8243,394.9351,411.5710,1.1247,1, Hong Kong ,,22.2500 114.1667
15,[137.189.11.73],1,428.6787,419.6439,444.3998,1.2760,1, Hong Kong ,,22.2500 114.1667
