hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,145.5989,87.6541,275.5470,-0.2816,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-0.7012,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-0.7012,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-0.7012,0,S/D,S/D,0.0000 0.0000
5,[200.89.164.209],1,74.7525,56.7641,91.5818,-0.4858,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.222],1,94.6695,65.4099,127.4860,-0.4284,0, Argentina ,,-34.0000 -64.0000
7,[159.63.53.213],1,67.4782,55.5930,75.6629,-0.5067,0, United States ,,38.0000 -97.0000
8,[67.16.166.65],1,291.6113,249.9709,347.6260,0.1393,0, United States ,,38.0000 -97.0000
9,[67.17.75.58],1,272.2192,255.2600,299.7799,0.0834,0, United States ,,38.0000 -97.0000
10,[208.49.181.70],1,276.0763,256.1741,299.5901,0.0945,0, United States ,,38.0000 -97.0000
11,[184.105.222.2],1,1550.9005,267.5941,5347.5060,3.7690,1, United States ,Fremont,37.5155 -121.8962
12,[184.105.148.150],1,272.7639,268.1608,277.4320,0.0850,0, United States ,Fremont,37.5155 -121.8962
13,[207.23.240.85],1,272.1214,259.5439,298.0909,0.0831,0, Canada ,Vancouver,49.2836 -123.1041
14,[137.82.123.138],1,281.4506,255.4350,331.3801,0.1100,0, Canada ,Vancouver,49.2765 -123.2177
15,[137.82.123.65],1,260.6410,255.5640,275.6081,0.0500,0, Canada ,Vancouver,49.2765 -123.2177
16,[],0,0.0000,0.0000,0.0000,-0.7012,0,S/D,S/D,0.0000 0.0000
17,[137.82.130.49],1,275.5488,267.9062,279.5911,0.0930,0, Canada ,Vancouver,49.2765 -123.2177
