hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[186.138.57.1],1,164.6472,80.8930,249.6431,-0.6545,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-1.3989,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-1.3989,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.3989,0,S/D,S/D,0.0000 0.0000
5,[200.89.166.81],1,139.8200,77.2440,192.7381,-0.7667,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.86],1,90.7848,80.6470,113.7781,-0.9884,0, Argentina ,,-34.0000 -64.0000
7,[64.214.130.253],1,379.8044,292.2330,410.4230,0.3183,0, United States ,,38.0000 -97.0000
8,[64.211.206.226],1,388.7557,323.2181,419.9409,0.3587,0, United States ,,38.0000 -97.0000
9,[63.218.56.110],1,533.7700,492.1281,617.5001,1.0144,1, United States ,Miami,25.7743 -80.1937
10,[203.188.118.121],1,511.8360,501.6069,528.4190,0.9152,1, Hong Kong ,,22.2500 114.1667
11,[203.188.117.34],1,537.7950,482.9090,624.9890,1.0326,1, Hong Kong ,,22.2500 114.1667
12,[137.189.192.250],1,563.6195,511.8508,611.3842,1.1493,1, Hong Kong ,,22.2500 114.1667
13,[137.189.9.57],1,514.8017,501.9569,531.9788,0.9286,1, Hong Kong ,,22.2500 114.1667
14,[137.189.11.73],1,506.0492,495.5599,511.2569,0.8890,1, Hong Kong ,,22.2500 114.1667
