hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[186.138.57.1],1,113.9555,97.2641,186.8060,-0.6754,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-0.9577,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-0.9577,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-0.9577,0,S/D,S/D,0.0000 0.0000
5,[200.89.164.105],1,152.7923,110.1770,197.5720,-0.5792,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.86],1,202.6992,197.6821,205.6780,-0.4556,0, Argentina ,,-34.0000 -64.0000
7,[208.50.25.65],1,398.7629,359.6909,414.6018,0.0301,0, United States ,,38.0000 -97.0000
8,[67.17.74.42],1,446.7322,400.6379,516.0549,0.1489,0, United States ,,38.0000 -97.0000
9,[146.82.54.2],1,365.1335,431.4640,524.5841,-0.0532,0, United States ,Cypress,29.9878 -95.6550
10,[194.85.40.133],1,1721.7473,425.0810,5419.9541,3.3071,1, Russian Federation ,,60.0000 100.0000
11,[194.190.254.118],1,506.0444,478.1320,519.0668,0.2958,0, Russian Federation ,,60.0000 100.0000
12,[93.180.0.174],1,509.4058,504.5519,513.4921,0.3041,0, Russian Federation ,Moscow,55.7522 37.6156
13,[188.44.33.1],1,439.5835,407.2039,524.9281,0.1312,0, Russian Federation ,Moscow,55.7522 37.6156
14,[188.44.33.34],1,481.9605,420.7861,512.3060,0.2361,0, Russian Federation ,Moscow,55.7522 37.6156
15,[93.180.0.18],1,460.6035,405.3380,511.3010,0.1832,0, Russian Federation ,Moscow,55.7522 37.6156
