hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,98.1727,40.4150,235.8799,-0.6011,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-1.1437,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-1.1437,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.1437,0,S/D,S/D,0.0000 0.0000
5,[200.89.165.57],1,77.6910,44.4748,136.7581,-0.7143,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.6],1,60.5332,43.5131,90.4999,-0.8092,0, Argentina ,,-34.0000 -64.0000
7,[200.89.165.150],1,58.5448,44.6320,72.2899,-0.8202,0, Argentina ,,-34.0000 -64.0000
8,[208.50.25.97],1,64.7728,48.2841,79.8750,-0.7857,0, United States ,,38.0000 -97.0000
9,[64.211.83.226],1,233.6523,231.6070,236.8200,0.1476,0, United States ,,38.0000 -97.0000
10,[63.218.56.110],1,410.5791,390.2001,421.0000,1.1254,1, United States ,Miami,25.7743 -80.1937
11,[203.188.118.121],1,402.1705,390.5680,423.6200,1.0789,1, Hong Kong ,,22.2500 114.1667
12,[203.188.117.34],1,409.1952,393.1870,416.3389,1.1178,1, Hong Kong ,,22.2500 114.1667
13,[137.189.192.250],1,431.6105,415.8480,442.3718,1.2416,1, Hong Kong ,,22.2500 114.1667
14,[137.189.9.57],1,443.6623,435.5090,457.3541,1.3082,1, Hong Kong ,,22.2500 114.1667
15,[137.189.11.73],1,413.6037,407.5890,419.3978,1.1421,1, Hong Kong ,,22.2500 114.1667
