hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,138.1623,48.3899,278.2171,-0.0549,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-1.2737,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-1.2737,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.2737,0,S/D,S/D,0.0000 0.0000
5,[200.89.164.209],1,54.6769,43.5798,75.1991,-0.7914,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.129],1,60.7780,44.0750,71.6028,-0.7375,0, Argentina ,,-34.0000 -64.0000
7,[200.89.165.150],1,59.4080,44.5800,67.0102,-0.7496,0, Argentina ,,-34.0000 -64.0000
8,[208.178.245.21],1,65.7407,58.9678,75.7082,-0.6938,0, United States ,,38.0000 -97.0000
9,[67.16.143.22],1,250.0132,240.3131,258.4369,0.9319,1, United States ,,38.0000 -97.0000
10,[208.49.181.70],1,263.2855,251.4920,286.7200,1.0490,1, United States ,,38.0000 -97.0000
11,[184.105.222.2],1,253.6412,237.7119,277.7131,0.9639,1, United States ,Fremont,37.5155 -121.8962
12,[184.105.148.150],1,252.3072,246.9580,259.3150,0.9521,1, United States ,Fremont,37.5155 -121.8962
13,[207.23.240.85],1,265.5295,246.1350,279.1660,1.0687,1, Canada ,Vancouver,49.2836 -123.1041
14,[137.82.123.138],1,262.0883,240.0310,287.5721,1.0384,1, Canada ,Vancouver,49.2765 -123.2177
15,[137.82.123.65],1,277.5155,251.4100,290.7519,1.1745,1, Canada ,Vancouver,49.2765 -123.2177
16,[],0,0.0000,0.0000,0.0000,-1.2737,0,S/D,S/D,0.0000 0.0000
17,[137.82.130.49],1,251.3307,242.9950,262.3498,0.9435,1, Canada ,Vancouver,49.2765 -123.2177
