hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,144.3943,62.2191,234.6971,-0.3172,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-1.1726,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-1.1726,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.1726,0,S/D,S/D,0.0000 0.0000
5,[200.89.165.57],1,67.0107,52.6330,85.0630,-0.7756,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.6],1,50.9235,47.1170,55.5499,-0.8709,0, Argentina ,,-34.0000 -64.0000
7,[200.89.165.150],1,61.3163,49.4511,75.5680,-0.8093,0, Argentina ,,-34.0000 -64.0000
8,[208.50.25.97],1,58.5230,50.8640,69.0172,-0.8259,0, United States ,,38.0000 -97.0000
9,[64.211.83.226],1,266.1650,255.6841,283.4890,0.4043,0, United States ,,38.0000 -97.0000
10,[63.218.56.110],1,416.3662,392.7159,441.7510,1.2941,1, United States ,Miami,25.7743 -80.1937
11,[203.188.118.121],1,423.9014,406.9309,441.1938,1.3388,1, Hong Kong ,,22.2500 114.1667
12,[203.188.117.34],1,411.5676,399.4551,436.3551,1.2657,1, Hong Kong ,,22.2500 114.1667
13,[137.189.192.250],1,315.5627,399.7781,435.2930,0.6969,1, Hong Kong ,,22.2500 114.1667
14,[137.189.9.57],1,417.6782,404.3100,445.6220,1.3019,1, Hong Kong ,,22.2500 114.1667
15,[137.189.11.73],1,335.5020,441.3249,457.7270,0.8150,1, Hong Kong ,,22.2500 114.1667
