hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,140.6868,91.4731,244.1401,-0.0946,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-1.3546,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-1.3546,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.3546,0,S/D,S/D,0.0000 0.0000
5,[200.89.164.209],1,65.4680,53.5691,80.2441,-0.7682,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.129],1,56.4140,43.7880,64.6000,-0.8493,0, Argentina ,,-34.0000 -64.0000
7,[200.89.165.150],1,55.2216,43.4971,74.1110,-0.8600,0, Argentina ,,-34.0000 -64.0000
8,[208.178.245.21],1,177.9951,69.1578,223.7229,0.2396,0, United States ,,38.0000 -97.0000
9,[67.16.143.22],1,259.5732,243.3579,267.7078,0.9702,1, United States ,,38.0000 -97.0000
10,[208.49.181.70],1,264.5357,255.5871,275.5520,1.0147,1, United States ,,38.0000 -97.0000
11,[184.105.222.2],1,260.6130,243.8672,287.6360,0.9795,1, United States ,Fremont,37.5155 -121.8962
12,[184.105.148.150],1,257.6001,239.5942,285.1522,0.9525,1, United States ,Fremont,37.5155 -121.8962
13,[207.23.240.85],1,270.5745,251.7490,303.5920,1.0687,1, Canada ,Vancouver,49.2836 -123.1041
14,[137.82.123.138],1,244.5790,240.8152,251.4310,0.8359,1, Canada ,Vancouver,49.2765 -123.2177
15,[137.82.123.65],1,254.2458,248.3470,259.7551,0.9225,1, Canada ,Vancouver,49.2765 -123.2177
16,[],0,0.0000,0.0000,0.0000,-1.3546,0,S/D,S/D,0.0000 0.0000
17,[137.82.130.49],1,263.6518,247.5691,282.1779,1.0067,1, Canada ,Vancouver,49.2765 -123.2177
