hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[186.138.57.1],1,102.5138,67.5101,131.6111,-1.0478,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-1.5860,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-1.5860,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.5860,0,S/D,S/D,0.0000 0.0000
5,[200.89.164.105],1,178.7663,131.8641,201.4260,-0.6475,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.86],1,205.4737,200.1960,210.6531,-0.5073,0, Argentina ,,-34.0000 -64.0000
7,[208.50.25.65],1,406.1260,398.1340,415.7059,0.5461,1, United States ,,38.0000 -97.0000
8,[67.17.74.42],1,434.6985,400.0809,499.9571,0.6961,1, United States ,,38.0000 -97.0000
9,[146.82.54.2],1,388.2506,341.4161,425.2839,0.4523,0, United States ,Cypress,29.9878 -95.6550
10,[194.85.40.133],1,483.8205,416.4660,510.3900,0.9540,1, Russian Federation ,,60.0000 100.0000
11,[194.190.254.118],1,483.7176,401.3231,515.7292,0.9535,1, Russian Federation ,,60.0000 100.0000
12,[93.180.0.174],1,466.1096,405.1981,618.4990,0.8610,1, Russian Federation ,Moscow,55.7522 37.6156
13,[188.44.33.1],1,430.2295,349.2620,491.2500,0.6727,1, Russian Federation ,Moscow,55.7522 37.6156
14,[188.44.33.34],1,460.1464,391.8078,533.4971,0.8297,1, Russian Federation ,Moscow,55.7522 37.6156
15,[93.180.0.18],1,491.6674,403.3670,531.8220,0.9952,1, Russian Federation ,Moscow,55.7522 37.6156
