hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,251.4483,42.5911,843.1468,0.7964,1, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-1.4616,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-1.4616,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.4616,0,S/D,S/D,0.0000 0.0000
5,[200.89.165.9],1,108.2913,96.0259,121.2981,-0.4892,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.250],1,102.8233,86.9932,120.1971,-0.5383,0, Argentina ,,-34.0000 -64.0000
7,[64.209.94.97],1,107.5730,93.4339,141.7770,-0.4956,0, United States ,,38.0000 -97.0000
8,[67.16.134.218],1,235.4172,231.5781,238.9719,0.6524,1, United States ,,38.0000 -97.0000
9,[4.68.111.121],1,237.3685,214.6139,263.3610,0.6699,1, United States ,,38.0000 -97.0000
10,[4.69.138.123],1,241.8702,230.7119,271.7979,0.7104,1, United States ,,38.0000 -97.0000
11,[],0,0.0000,0.0000,0.0000,-1.4616,0,S/D,S/D,0.0000 0.0000
12,[4.69.134.21],1,220.7400,212.1060,227.4041,0.5206,1, United States ,,38.0000 -97.0000
13,[4.69.151.133],1,217.5690,207.4161,235.3191,0.4921,0, United States ,,38.0000 -97.0000
14,[],0,0.0000,0.0000,0.0000,-1.4616,0,S/D,S/D,0.0000 0.0000
15,[4.34.191.254],1,287.0462,263.4981,310.6658,1.1160,1, United States ,,38.0000 -97.0000
16,[184.168.0.73],1,261.5223,251.7860,271.3561,0.8868,1, United States ,Scottsdale,33.6119 -111.8906
17,[184.168.0.73],1,264.5792,248.1852,283.3698,0.9143,1, United States ,Scottsdale,33.6119 -111.8906
18,[97.74.255.129],1,281.7213,256.0699,346.7121,1.0682,1, United States ,Scottsdale,33.6119 -111.8906
19,[23.229.137.67],1,274.5813,251.3781,284.1220,1.0041,1, United States ,Scottsdale,33.6119 -111.8906
