hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,201.0108,130.7631,378.5110,-0.3193,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-0.9471,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-0.9471,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-0.9471,0,S/D,S/D,0.0000 0.0000
5,[200.89.165.229],1,108.7335,88.1660,124.3930,-0.6075,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.198],1,76.3559,43.3989,118.6960,-0.7087,0, Argentina ,,-34.0000 -64.0000
7,[200.89.165.86],1,1408.6202,124.7909,5214.6060,3.4521,1, Argentina ,,-34.0000 -64.0000
8,[67.17.156.165],1,186.9118,124.5730,211.5061,-0.3634,0, United States ,,38.0000 -97.0000
9,[67.17.74.42],1,357.1751,353.9422,363.5900,0.1684,0, United States ,,38.0000 -97.0000
10,[146.82.54.2],1,372.5193,327.5111,459.5559,0.2163,0, United States ,Cypress,29.9878 -95.6550
11,[194.85.40.229],1,406.5388,370.7201,429.0111,0.3225,0, Russian Federation ,,60.0000 100.0000
12,[194.190.254.118],1,378.6730,367.5139,387.6610,0.2355,0, Russian Federation ,,60.0000 100.0000
13,[93.180.0.172],1,349.0962,335.5639,365.6752,0.1431,0, Russian Federation ,Moscow,55.7522 37.6156
14,[188.44.33.1],1,330.6050,306.1759,351.6171,0.0854,0, Russian Federation ,Moscow,55.7522 37.6156
15,[188.44.33.34],1,343.6252,327.6551,359.6659,0.1260,0, Russian Federation ,Moscow,55.7522 37.6156
16,[93.180.0.18],1,332.3862,320.6508,354.5380,0.0909,0, Russian Federation ,Moscow,55.7522 37.6156
