hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[190.16.130.1],1,92.7535,46.0429,203.6381,-0.5939,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-1.1099,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-1.1099,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.1099,0,S/D,S/D,0.0000 0.0000
5,[200.89.165.57],1,55.8212,43.5140,64.4150,-0.7993,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.6],1,49.9278,46.1371,53.0362,-0.8321,0, Argentina ,,-34.0000 -64.0000
7,[200.89.165.150],1,46.9022,43.4239,51.9230,-0.8490,0, Argentina ,,-34.0000 -64.0000
8,[208.50.25.97],1,51.8020,42.4130,72.3431,-0.8217,0, United States ,,38.0000 -97.0000
9,[64.211.83.226],1,239.5499,227.0169,252.9500,0.2227,0, United States ,,38.0000 -97.0000
10,[63.218.56.110],1,413.0720,406.2691,423.7359,1.1880,1, United States ,Miami,25.7743 -80.1937
11,[203.188.118.121],1,408.5944,398.6959,415.6618,1.1631,1, Hong Kong ,,22.2500 114.1667
12,[203.188.117.34],1,411.9549,395.7658,434.5360,1.1818,1, Hong Kong ,,22.2500 114.1667
13,[137.189.192.250],1,405.7252,386.8840,432.8759,1.1471,1, Hong Kong ,,22.2500 114.1667
14,[137.189.9.57],1,411.0135,400.3272,421.3190,1.1765,1, Hong Kong ,,22.2500 114.1667
15,[137.189.11.73],1,405.6053,395.6251,423.3830,1.1464,1, Hong Kong ,,22.2500 114.1667
