hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[186.138.57.1],1,135.9576,68.6769,196.0852,-0.4902,0, Argentina ,,-34.0000 -64.0000
2,[],0,0.0000,0.0000,0.0000,-0.8944,0,S/D,S/D,0.0000 0.0000
3,[],0,0.0000,0.0000,0.0000,-0.8944,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-0.8944,0,S/D,S/D,0.0000 0.0000
5,[200.89.166.125],1,221.5238,156.6451,305.6040,-0.2358,0, Argentina ,,-34.0000 -64.0000
6,[200.89.165.1],1,166.3394,98.2218,228.2829,-0.3999,0, Argentina ,,-34.0000 -64.0000
7,[200.89.165.250],1,112.8457,94.8479,130.3630,-0.5589,0, Argentina ,,-34.0000 -64.0000
8,[208.178.195.205],1,401.9768,368.4850,416.8420,0.3006,0, United States ,Alexandria,38.8048 -77.0469
9,[67.16.148.102],1,431.7139,401.5629,507.4639,0.3890,0, United States ,,38.0000 -97.0000
10,[4.68.111.121],1,311.7961,276.2752,335.3779,0.0325,0, United States ,,38.0000 -97.0000
11,[4.69.138.123],1,1582.5055,263.2391,5407.6350,3.8101,1, United States ,,38.0000 -97.0000
12,[],0,0.0000,0.0000,0.0000,-0.8944,0,S/D,S/D,0.0000 0.0000
13,[4.69.134.21],1,334.7819,288.9631,435.9419,0.1009,0, United States ,,38.0000 -97.0000
14,[4.69.151.145],1,376.4645,303.6301,410.3079,0.2248,0, United States ,,38.0000 -97.0000
15,[],0,0.0000,0.0000,0.0000,-0.8944,0,S/D,S/D,0.0000 0.0000
16,[4.34.191.254],1,407.0423,369.1649,425.4470,0.3157,0, United States ,,38.0000 -97.0000
17,[184.168.0.69],1,411.2790,403.8250,420.1620,0.3283,0, United States ,Scottsdale,33.6119 -111.8906
18,[184.168.0.69],1,408.0448,295.7261,512.6491,0.3187,0, United States ,Scottsdale,33.6119 -111.8906
19,[97.74.255.129],1,408.8073,298.1141,528.8761,0.3209,0, United States ,Scottsdale,33.6119 -111.8906
20,[23.229.137.67],1,305.9195,403.9509,409.9209,0.0151,0, United States ,Scottsdale,33.6119 -111.8906
