hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,66.9848,50.6179,96.3731,-1.4200,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,55.3905,50.6310,61.3868,-1.5215,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,56.5625,50.1511,69.4170,-1.5112,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,55.0266,47.0262,64.9750,-1.5247,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.16.133.22],1,290.3973,284.7350,295.5532,0.5357,1,UNITED STATES,(Unknown city),0.0000 0.0000
6,[67.17.74.42;67.17.74.46],2,297.5344,291.0290,300.1990,0.5982,1,UNITED STATES,Warsaw,52.2333 21.0000
7,[146.82.54.2],1,286.7857,280.4101,301.0659,0.5041,1,UNITED STATES,(Unknown city),0.0000 0.0000
8,[194.85.40.133],1,309.6052,304.4841,319.5269,0.7039,1,RUSSIAN FEDERATION,(Unknown city),0.0000 0.0000
9,[194.190.254.118],1,307.5486,300.3120,311.9359,0.6859,1,RUSSIAN FEDERATION,(Unknown city),0.0000 0.0000
10,[93.180.0.174],1,305.9056,303.7090,307.8961,0.6715,1,RUSSIAN FEDERATION,Moscow,55.7500 37.6000
11,[188.44.33.41],1,306.5067,304.0259,309.9339,0.6767,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
12,[188.44.33.22],1,326.0497,317.7309,340.2259,0.8478,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
13,[93.180.0.18],1,315.2748,306.2379,325.5239,0.7535,1,RUSSIAN FEDERATION,Moscow,55.7500 37.6000
