hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,172.6735,107.6632,319.5469,-0.4404,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,104.6143,75.5939,151.6242,-1.2608,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[195.22.220.33],1,95.6919,83.6968,99.7491,-1.3684,0,ARGENTINA,(Unknown city),0.0000 0.0000
4,[195.22.220.32],1,94.5583,83.3530,115.6752,-1.3820,0,ARGENTINA,(Unknown city),0.0000 0.0000
5,[89.221.40.7],1,204.3432,189.2350,228.3659,-0.0587,0,UNITED STATES,Ashburn VA,39.0500 -77.4833
6,[216.66.30.213],1,239.1030,214.5450,293.2351,0.3603,0,UNITED STATES,(Unknown city),0.0000 0.0000
7,[184.105.213.198],1,224.7317,219.7320,227.7410,0.1871,0,UNITED STATES,SAN JOSE CA,37.3040 -121.8500
8,[184.105.223.178],1,263.5030,254.2830,271.4639,0.6544,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
9,[184.105.80.14],1,261.4030,247.6220,284.8601,0.6291,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
10,[184.105.223.214],1,285.8258,276.6540,306.3111,0.9235,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
11,[184.105.223.218],1,284.0019,279.6869,287.7719,0.9015,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
12,[184.105.148.150],1,262.9497,254.1361,272.4850,0.6477,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
13,[207.23.240.85],1,245.7270,232.9321,254.5040,0.4401,0,CANADA,VANCOUVER BC,49.2667 -123.1170
14,[137.82.123.138],1,287.4774,275.9459,307.2159,0.9434,1,CANADA,VANCOUVER BC,49.2667 -123.1170
15,[137.82.123.65],1,270.5035,263.7348,280.2610,0.7388,1,CANADA,VANCOUVER BC,49.2667 -123.1170
16,[],0,0.0000,0.0000,0.0000,-2.5218,0,S/D,S/D,0.0000 0.0000
17,[137.82.130.49],1,259.4958,245.6412,277.0090,0.6061,1,CANADA,VANCOUVER BC,49.2667 -123.1170
