hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,94.3170,77.5518,113.7919,-0.7638,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,70.5340,49.6349,83.5471,-1.0482,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,85.4861,75.3250,107.5490,-0.8694,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,89.3433,75.2981,107.2471,-0.8233,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.16.139.26],1,188.4034,178.9808,196.0139,0.3613,0,UNITED STATES,(Unknown city),0.0000 0.0000
6,[4.68.111.121],1,188.9588,183.6400,192.3110,0.3679,0,UNITED STATES,New York, NY,40.6698 -73.9438
7,[4.69.138.123],1,222.8255,207.3400,239.6522,0.7729,1,UNITED STATES,(Unknown city),0.0000 0.0000
8,[],0,0.0000,0.0000,0.0000,-1.8916,0,S/D,S/D,0.0000 0.0000
9,[4.69.134.21],1,215.5883,210.7480,219.9161,0.6864,1,UNITED STATES,Washington, DC,38.9050 -77.0162
10,[4.69.151.169],1,218.6894,203.3858,230.7570,0.7235,1,UNITED STATES,(Unknown city),0.0000 0.0000
11,[],0,0.0000,0.0000,0.0000,-1.8916,0,S/D,S/D,0.0000 0.0000
12,[4.34.191.254],1,245.3203,231.6399,262.8222,1.0419,1,UNITED STATES,(Unknown city),0.0000 0.0000
13,[184.168.0.73],1,231.5285,227.7260,235.6730,0.8770,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
14,[184.168.0.73],1,222.7122,215.6770,232.0669,0.7716,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
15,[97.74.255.129],1,228.4757,219.0659,236.7651,0.8405,1,UNITED STATES,Scottsdale, AZ,33.6860 -111.8700
16,[23.229.137.67],1,228.8463,223.6021,235.6520,0.8449,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
