hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,254.6608,83.4260,730.7761,-0.1962,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,103.7034,67.6968,171.7229,-1.4586,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,126.7262,107.7271,139.6320,-1.2661,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,80.3792,71.6941,87.7578,-1.6537,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.17.95.214],1,229.6385,211.7200,255.5950,-0.4054,0,UNITED STATES,(Unknown city),0.0000 0.0000
6,[64.211.206.226],1,217.5733,212.6830,229.0950,-0.5063,0,UNITED STATES,Tukwila, WA,47.4777 -122.2680
7,[63.218.56.110],1,377.4109,366.9660,386.2329,0.8304,1,UNITED STATES,Miami, FL,25.7757 -80.2108
8,[203.188.118.121],1,400.8550,383.4951,428.4410,1.0264,1,HONG KONG,(Unknown city),0.0000 0.0000
9,[203.188.117.34],1,376.5380,367.6789,388.9141,0.8231,1,HONG KONG,(Unknown city),0.0000 0.0000
10,[137.189.192.250],1,394.4325,379.5700,403.1680,0.9727,1,HONG KONG,Hong Kong,22.2500 114.1670
11,[137.189.9.57],1,373.5842,355.6299,405.7028,0.7984,1,HONG KONG,(Unknown city),0.0000 0.0000
12,[137.189.11.73],1,401.9069,390.1768,415.6210,1.0352,1,HONG KONG,(Unknown city),0.0000 0.0000
