hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,89.7948,49.4111,132.1800,-1.4814,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,93.7802,79.0648,128.8569,-1.4441,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,84.9584,63.2629,119.3788,-1.5267,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,84.6012,55.6390,115.4339,-1.5300,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.16.133.22],1,303.3433,291.6501,311.1231,0.5177,1,UNITED STATES,(Unknown city),0.0000 0.0000
6,[67.17.74.42],1,307.6220,299.2880,323.2350,0.5578,1,UNITED STATES,Warsaw,52.2333 21.0000
7,[146.82.54.2],1,307.6651,300.0650,317.5020,0.5582,1,UNITED STATES,(Unknown city),0.0000 0.0000
8,[194.85.40.133],1,322.6092,312.0050,327.9901,0.6981,1,RUSSIAN FEDERATION,(Unknown city),0.0000 0.0000
9,[194.190.254.118],1,323.6325,311.6269,333.3130,0.7077,1,RUSSIAN FEDERATION,(Unknown city),0.0000 0.0000
10,[93.180.0.174],1,332.6095,327.6651,343.6060,0.7917,1,RUSSIAN FEDERATION,Moscow,55.7500 37.6000
11,[188.44.33.41],1,325.6544,310.3528,341.0220,0.7266,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
12,[188.44.33.22],1,322.6100,310.7910,328.3651,0.6981,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
13,[93.180.0.18],1,325.6199,307.6859,340.8508,0.7263,1,RUSSIAN FEDERATION,Moscow,55.7500 37.6000
