hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,110.1382,48.4369,272.9690,-0.8712,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,55.3024,50.7820,62.3569,-1.4943,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[195.22.220.33],1,54.9882,51.0809,60.3340,-1.4979,0,ARGENTINA,(Unknown city),0.0000 0.0000
4,[195.22.220.32],1,54.4348,50.9391,56.8221,-1.5042,0,ARGENTINA,(Unknown city),0.0000 0.0000
5,[89.221.40.7],1,205.9947,197.6440,214.2870,0.2180,0,UNITED STATES,Ashburn VA,39.0500 -77.4833
6,[216.66.30.213],1,224.5103,208.2920,253.5331,0.4284,0,UNITED STATES,(Unknown city),0.0000 0.0000
7,[184.105.213.198],1,243.4757,225.0519,262.2161,0.6439,1,UNITED STATES,SAN JOSE CA,37.3040 -121.8500
8,[184.105.223.178],1,234.3081,228.3142,239.7780,0.5397,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
9,[184.105.80.14],1,246.7055,242.3890,251.3630,0.6806,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
10,[184.105.223.214],1,255.7478,251.6541,259.9571,0.7834,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
11,[184.105.223.218],1,264.5477,260.1180,268.9519,0.8834,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
12,[184.105.148.150],1,242.2760,241.6091,243.2358,0.6303,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
13,[207.23.240.85],1,249.7882,243.5238,256.2070,0.7156,1,CANADA,VANCOUVER BC,49.2667 -123.1170
14,[137.82.123.138],1,246.6700,243.6311,251.1721,0.6802,1,CANADA,VANCOUVER BC,49.2667 -123.1170
15,[137.82.123.65],1,246.0255,243.0091,249.3150,0.6729,1,CANADA,VANCOUVER BC,49.2667 -123.1170
16,[],0,0.0000,0.0000,0.0000,-2.1227,0,S/D,S/D,0.0000 0.0000
17,[137.82.130.49],1,240.8312,239.8620,242.8958,0.6139,1,CANADA,VANCOUVER BC,49.2667 -123.1170
