hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,105.2960,83.5960,128.1700,-1.3035,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,78.8426,67.2669,89.3381,-1.5448,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,88.4129,79.5450,99.4558,-1.4575,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,68.6855,39.7911,119.5951,-1.6374,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.16.133.22],1,296.1133,291.6660,299.6359,0.4369,0,UNITED STATES,(Unknown city),0.0000 0.0000
6,[67.17.74.42],1,302.5497,295.3250,317.0969,0.4956,0,UNITED STATES,Warsaw,52.2333 21.0000
7,[146.82.54.2],1,300.3758,290.1890,308.0690,0.4758,0,UNITED STATES,(Unknown city),0.0000 0.0000
8,[194.85.40.133],1,330.6161,316.7670,351.5060,0.7516,1,RUSSIAN FEDERATION,(Unknown city),0.0000 0.0000
9,[194.190.254.118],1,329.6251,307.6758,345.0139,0.7425,1,RUSSIAN FEDERATION,(Unknown city),0.0000 0.0000
10,[93.180.0.174],1,327.6199,322.1581,341.1391,0.7242,1,RUSSIAN FEDERATION,Moscow,55.7500 37.6000
11,[188.44.33.41],1,343.6545,331.6629,348.2499,0.8705,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
12,[188.44.33.22],1,330.6625,319.6249,335.2661,0.7520,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
13,[93.180.0.18],1,324.3330,319.0310,335.6271,0.6943,1,RUSSIAN FEDERATION,Moscow,55.7500 37.6000
