hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,132.2393,66.1421,264.1129,-0.7544,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,54.7592,34.7531,64.7869,-1.6217,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[195.22.220.33],1,71.7151,44.7049,94.8188,-1.4319,0,ARGENTINA,(Unknown city),0.0000 0.0000
4,[195.22.220.32],1,78.6088,42.8879,105.0072,-1.3547,0,ARGENTINA,(Unknown city),0.0000 0.0000
5,[89.221.40.7],1,222.7798,203.2461,235.8520,0.2591,0,UNITED STATES,Ashburn VA,39.0500 -77.4833
6,[216.66.30.213],1,233.5685,215.3039,267.7810,0.3798,0,UNITED STATES,(Unknown city),0.0000 0.0000
7,[184.105.213.198],1,241.7920,232.0569,253.2210,0.4719,0,UNITED STATES,SAN JOSE CA,37.3040 -121.8500
8,[184.105.223.178],1,247.4602,234.9579,255.2691,0.5353,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
9,[184.105.80.14],1,254.9433,244.4110,265.4600,0.6191,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
10,[184.105.223.214],1,270.3254,261.4698,274.0130,0.7913,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
11,[184.105.223.218],1,281.6380,274.3230,288.9161,0.9179,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
12,[184.105.148.150],1,261.6187,256.9928,271.5929,0.6938,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
13,[207.23.240.85],1,264.5327,259.6490,271.2290,0.7265,1,CANADA,VANCOUVER BC,49.2667 -123.1170
14,[137.82.123.138],1,259.7873,244.0012,283.1860,0.6733,1,CANADA,VANCOUVER BC,49.2667 -123.1170
15,[137.82.123.65],1,262.5862,251.0931,286.5679,0.7047,1,CANADA,VANCOUVER BC,49.2667 -123.1170
16,[],0,0.0000,0.0000,0.0000,-2.2346,0,S/D,S/D,0.0000 0.0000
17,[137.82.130.49],1,255.4285,243.1791,275.4910,0.6245,1,CANADA,VANCOUVER BC,49.2667 -123.1170
