hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,109.5523,51.8761,279.0899,-0.8866,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,58.2148,50.4360,72.6731,-1.4810,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[195.22.220.33],1,58.4773,53.4379,66.1342,-1.4780,0,ARGENTINA,(Unknown city),0.0000 0.0000
4,[195.22.220.32],1,60.3062,57.4429,62.2430,-1.4568,0,ARGENTINA,(Unknown city),0.0000 0.0000
5,[89.221.40.7],1,202.4633,200.2089,205.4741,0.1892,0,UNITED STATES,Ashburn VA,39.0500 -77.4833
6,[216.66.30.213],1,213.7503,207.5911,217.6981,0.3199,0,UNITED STATES,(Unknown city),0.0000 0.0000
7,[184.105.213.198],1,232.5049,221.8180,257.5209,0.5371,1,UNITED STATES,SAN JOSE CA,37.3040 -121.8500
8,[184.105.223.178],1,232.5071,227.1912,236.4011,0.5371,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
9,[184.105.80.14],1,241.5825,235.9951,248.6610,0.6422,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
10,[184.105.223.214],1,258.2492,251.4889,261.2979,0.8351,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
11,[184.105.223.218],1,260.6065,257.7000,263.3491,0.8624,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
12,[184.105.148.150],1,250.1797,245.2779,259.4180,0.7417,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
13,[207.23.240.85],1,247.2005,244.0090,252.7790,0.7072,1,CANADA,VANCOUVER BC,49.2667 -123.1170
14,[137.82.123.138],1,246.0117,241.8778,252.9089,0.6934,1,CANADA,VANCOUVER BC,49.2667 -123.1170
15,[137.82.123.65],1,246.8991,242.6212,249.3021,0.7037,1,CANADA,VANCOUVER BC,49.2667 -123.1170
16,[],0,0.0000,0.0000,0.0000,-2.1551,0,S/D,S/D,0.0000 0.0000
17,[137.82.130.49],1,245.5855,241.4811,249.9869,0.6885,1,CANADA,VANCOUVER BC,49.2667 -123.1170
