hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,133.2526,59.9072,303.8521,-0.7273,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,60.1335,32.0420,89.1650,-1.5453,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[195.22.220.33],1,69.5738,55.6271,79.2279,-1.4397,0,ARGENTINA,(Unknown city),0.0000 0.0000
4,[195.22.220.32],1,70.6771,59.6721,91.5940,-1.4274,0,ARGENTINA,(Unknown city),0.0000 0.0000
5,[89.221.40.7],1,204.8407,193.0408,215.6429,0.0736,0,UNITED STATES,Ashburn, VA,39.0500 -77.4833
6,[216.66.30.213],1,235.9957,216.1748,278.9891,0.4222,0,UNITED STATES,(Unknown city),0.0000 0.0000
7,[184.105.213.198],1,246.4775,239.6359,255.6350,0.5395,1,UNITED STATES,San Jose, CA,37.3040 -121.8500
8,[184.105.223.178],1,244.7947,234.1530,256.0880,0.5206,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
9,[184.105.80.14],1,247.1632,238.0109,251.6489,0.5471,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
10,[184.105.223.214],1,272.3008,270.4811,274.9951,0.8284,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
11,[184.105.223.218],1,282.6814,265.3189,299.3488,0.9445,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
12,[184.105.148.150],1,262.5206,249.6750,276.0160,0.7190,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
13,[207.23.240.85],1,263.0695,257.4890,271.0519,0.7251,1,CANADA,VANCOUVER, BC,49.2667 -123.1170
14,[137.82.123.138],1,256.5287,247.7448,263.0651,0.6519,1,CANADA,VANCOUVER, BC,49.2667 -123.1170
15,[137.82.123.65],1,262.7469,251.0281,272.5048,0.7215,1,CANADA,VANCOUVER, BC,49.2667 -123.1170
16,[],0,0.0000,0.0000,0.0000,-2.2181,0,S/D,S/D,0.0000 0.0000
17,[137.82.130.49],1,257.6360,247.2420,263.2670,0.6643,1,CANADA,VANCOUVER, BC,49.2667 -123.1170
