hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,57.0613,51.5029,64.8620,-1.1600,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,65.5282,53.0870,77.7628,-1.0540,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,61.5435,50.7171,72.1021,-1.1039,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,60.6011,52.4521,75.3181,-1.1157,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.16.148.102],1,178.7539,176.3630,181.7770,0.3635,0,UNITED STATES,(Unknown city),0.0000 0.0000
6,[4.68.111.121],1,181.5605,175.6380,190.2111,0.3986,0,UNITED STATES,New York NY,40.6698 -73.9438
7,[4.69.138.123],1,209.9132,204.2780,219.0108,0.7536,1,UNITED STATES,(Unknown city),0.0000 0.0000
8,[],0,0.0000,0.0000,0.0000,-1.8744,0,S/D,S/D,0.0000 0.0000
9,[4.69.134.21],1,213.9921,205.4970,230.0751,0.8046,1,UNITED STATES,Washington DC,38.9050 -77.0162
10,[4.69.151.169],1,209.5042,206.0490,213.2750,0.7485,1,UNITED STATES,(Unknown city),0.0000 0.0000
11,[4.69.146.30],1,51.9345,0.0000,207.7379,-1.2242,0,UNITED STATES,(Unknown city),0.0000 0.0000
12,[4.34.191.254],1,230.4703,227.6301,234.7689,1.0109,1,UNITED STATES,(Unknown city),0.0000 0.0000
13,[184.168.0.73],1,217.9565,213.9599,223.9139,0.8543,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
14,[184.168.0.73],1,218.3417,214.5560,222.8529,0.8591,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
15,[97.74.255.129],1,219.3530,215.6150,224.0860,0.8718,1,UNITED STATES,Scottsdale AZ,33.6860 -111.8700
16,[23.229.137.67],1,218.9945,211.6461,227.0739,0.8673,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
