hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,101.9317,91.2249,120.3740,-0.7369,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,95.4521,67.4531,127.7771,-0.8119,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,89.5685,73.1189,99.4670,-0.8800,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,75.5588,55.4230,109.6752,-1.0422,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.16.139.26],1,193.5781,180.9721,208.3530,0.3239,0,UNITED STATES,(Unknown city),0.0000 0.0000
6,[4.68.111.121],1,219.5485,188.7779,258.8770,0.6246,1,UNITED STATES,New York, NY,40.6698 -73.9438
7,[4.69.138.123],1,229.0965,215.8339,236.2459,0.7351,1,UNITED STATES,(Unknown city),0.0000 0.0000
8,[],0,0.0000,0.0000,0.0000,-1.9168,0,S/D,S/D,0.0000 0.0000
9,[4.69.134.21],1,229.4679,202.4379,254.4000,0.7394,1,UNITED STATES,Washington, DC,38.9050 -77.0162
10,[4.69.151.169],1,235.5622,221.3190,248.9750,0.8099,1,UNITED STATES,(Unknown city),0.0000 0.0000
11,[],0,0.0000,0.0000,0.0000,-1.9168,0,S/D,S/D,0.0000 0.0000
12,[4.34.191.254],1,248.1300,221.0090,263.5479,0.9554,1,UNITED STATES,(Unknown city),0.0000 0.0000
13,[184.168.0.73],1,233.4523,227.6819,243.0511,0.7855,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
14,[184.168.0.73],1,239.3218,233.3221,244.5970,0.8534,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
15,[97.74.255.129],1,230.9151,223.0370,239.6181,0.7561,1,UNITED STATES,Scottsdale, AZ,33.6860 -111.8700
16,[23.229.137.67],1,227.9160,220.0360,239.6750,0.7214,1,(Unknown Country?),(Unknown City?),0.0000 0.0000
