hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,86.6072,48.0750,200.3710,-1.1126,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,60.3072,56.0629,63.7510,-1.3138,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,57.5868,48.0940,71.4700,-1.3347,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,57.1143,47.0419,75.5541,-1.3383,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.16.129.202],1,190.9062,189.9369,191.8960,-0.3146,0,UNITED STATES,(Unknown city),0.0000 0.0000
6,[64.211.206.226],1,202.4600,191.7188,217.6330,-0.2262,0,UNITED STATES,Tukwila, WA,47.4777 -122.2680
7,[63.218.56.110],1,349.0918,347.9850,350.7719,0.8957,1,UNITED STATES,Miami, FL,25.7757 -80.2108
8,[203.188.118.121],1,361.6845,354.6121,368.7510,0.9920,1,HONG KONG,(Unknown city),0.0000 0.0000
9,[203.188.117.34],1,348.8840,347.9562,351.0439,0.8941,1,HONG KONG,(Unknown city),0.0000 0.0000
10,[137.189.192.250],1,361.7688,355.0992,373.0741,0.9926,1,HONG KONG,Hong Kong,22.2500 114.1670
11,[137.189.9.57],1,350.0150,347.7209,353.8389,0.9027,1,HONG KONG,(Unknown city),0.0000 0.0000
12,[137.189.11.73],1,357.9110,352.0999,364.2750,0.9631,1,HONG KONG,(Unknown city),0.0000 0.0000
