hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,144.3643,47.3640,428.2899,-0.7093,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,52.8995,47.8981,64.2560,-1.4191,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,54.4535,48.2080,59.2840,-1.4070,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,50.0785,45.7411,57.2028,-1.4409,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.16.129.202],1,195.8523,189.8561,200.6929,-0.3098,0,UNITED STATES,(Unknown city),0.0000 0.0000
6,[64.211.206.226],1,195.2032,188.8871,208.0519,-0.3148,0,UNITED STATES,Tukwila, WA,47.4777 -122.2680
7,[63.218.56.110],1,352.0353,349.9541,356.8561,0.9021,1,UNITED STATES,Miami, FL,25.7757 -80.2108
8,[203.188.118.121],1,361.8473,358.5670,368.2880,0.9782,1,HONG KONG,(Unknown city),0.0000 0.0000
9,[203.188.117.34],1,355.4968,347.5912,367.1291,0.9290,1,HONG KONG,(Unknown city),0.0000 0.0000
10,[137.189.192.250],1,357.8203,355.4342,359.7739,0.9470,1,HONG KONG,Hong Kong,22.2500 114.1670
11,[137.189.9.57],1,356.1157,347.8229,377.3870,0.9338,1,HONG KONG,(Unknown city),0.0000 0.0000
12,[137.189.11.73],1,353.1602,349.9579,355.5970,0.9108,1,HONG KONG,(Unknown city),0.0000 0.0000
