hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,126.1485,87.3609,226.2130,-0.9719,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,72.5202,51.7130,91.5799,-1.3829,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,72.1349,59.8419,89.4709,-1.3859,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,55.3724,35.8629,71.4438,-1.5144,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.16.129.202],1,204.6198,191.6502,223.6090,-0.3705,0,UNITED STATES,(Unknown city),0.0000 0.0000
6,[64.211.206.226],1,296.6285,252.0251,415.7691,0.3347,0,UNITED STATES,Tukwila, WA,47.4777 -122.2680
7,[63.218.56.110],1,360.1370,351.8980,367.1682,0.8215,1,UNITED STATES,Miami, FL,25.7757 -80.2108
8,[203.188.118.121],1,376.0898,363.6470,383.6200,0.9437,1,HONG KONG,(Unknown city),0.0000 0.0000
9,[203.188.117.34],1,362.6360,355.6299,376.1160,0.8406,1,HONG KONG,(Unknown city),0.0000 0.0000
10,[137.189.192.250],1,374.5970,368.4828,383.0209,0.9323,1,HONG KONG,Hong Kong,22.2500 114.1670
11,[137.189.9.57],1,371.4990,358.7961,383.5750,0.9085,1,HONG KONG,(Unknown city),0.0000 0.0000
12,[137.189.11.73],1,363.1150,355.2799,375.1130,0.8443,1,HONG KONG,(Unknown city),0.0000 0.0000
