hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[10.16.128.1],1,230.4605,67.4529,683.5949,-0.2164,0,(Private Address),(Private Address),0.0000 0.0000
2,[181.47.254.105],1,89.4474,71.3348,115.6721,-1.4184,0,(Unknown Country?),(Unknown City?),0.0000 0.0000
3,[208.178.195.210],1,93.3535,83.3349,99.4160,-1.3851,0,UNITED STATES,(Unknown city),0.0000 0.0000
4,[208.178.195.209],1,68.7273,63.6041,83.1981,-1.5950,0,UNITED STATES,(Unknown city),0.0000 0.0000
5,[67.16.129.202],1,200.8045,179.5180,215.9910,-0.4692,0,UNITED STATES,(Unknown city),0.0000 0.0000
6,[64.211.206.226],1,205.5762,195.2641,211.2720,-0.4285,0,UNITED STATES,Tukwila, WA,47.4777 -122.2680
7,[63.218.56.110],1,367.1488,363.6990,370.0120,0.9487,1,UNITED STATES,Miami, FL,25.7757 -80.2108
8,[203.188.118.121],1,372.1320,359.6609,389.7080,0.9911,1,HONG KONG,(Unknown city),0.0000 0.0000
9,[203.188.117.34],1,359.6640,349.6010,370.6849,0.8849,1,HONG KONG,(Unknown city),0.0000 0.0000
10,[137.189.192.250],1,363.5975,355.6960,371.0148,0.9184,1,HONG KONG,Hong Kong,22.2500 114.1670
11,[137.189.9.57],1,357.6663,355.1319,364.2452,0.8678,1,HONG KONG,(Unknown city),0.0000 0.0000
12,[137.189.11.73],1,361.6393,352.8361,367.8989,0.9017,1,HONG KONG,(Unknown city),0.0000 0.0000
