hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,107.0543,27.6759,308.4462,-0.4736,0,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,48.9900,39.9001,63.1151,-0.9171,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.2914,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.2914,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.2914,0,S/D,S/D,0.0000 0.0000
6,[200.89.164.65],1,45.3307,42.4929,52.0492,-0.9451,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.86],1,78.7188,63.0021,104.3022,-0.6901,0,Argentina,,-34.0000 -64.0000
8,[64.214.130.253],1,47.8123,39.9511,55.5990,-0.9261,0,United States,,38.0000 -97.0000
9,[67.17.74.42],1,278.4795,273.7961,289.3119,0.8359,1,United States,,38.0000 -97.0000
10,[146.82.54.2],1,294.8243,279.0461,316.2110,0.9607,1,United States,Cypress,29.9878 -95.6550
11,[194.85.40.229],1,297.0597,291.7380,308.7950,0.9778,1,Russian Federation,,60.0000 100.0000
12,[194.190.254.118],1,295.3783,294.6291,296.5221,0.9649,1,Russian Federation,,60.0000 100.0000
13,[93.180.0.172],1,297.0030,290.3721,308.9900,0.9774,1,Russian Federation,Moscow,55.7522 37.6156
14,[188.44.33.41],1,318.7999,303.8099,353.9560,1.1439,1,Russian Federation,Moscow,55.7522 37.6156
15,[188.44.33.22],1,298.7915,291.4340,307.7681,0.9910,1,Russian Federation,Moscow,55.7522 37.6156
16,[93.180.0.18],1,296.6450,291.3561,303.7539,0.9746,1,Russian Federation,Moscow,55.7522 37.6156
