hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,170.2252,32.5899,545.5968,-0.0771,0,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,46.9418,40.6051,54.4372,-0.8557,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.1522,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.1522,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.1522,0,S/D,S/D,0.0000 0.0000
6,[200.89.164.73],1,40.2392,38.4080,43.6039,-0.8981,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.86],1,52.2593,35.9511,67.9469,-0.8222,0,Argentina,,-34.0000 -64.0000
8,[208.178.245.21],1,54.9632,40.5350,68.2750,-0.8051,0,United States,,38.0000 -97.0000
9,[64.211.206.226],1,185.1980,177.8131,191.3290,0.0175,0,United States,,38.0000 -97.0000
10,[63.218.56.110],1,362.4145,346.2958,384.5031,1.1367,1,United States,Miami,25.7743 -80.1937
11,[203.188.118.121],1,351.1133,342.0279,370.7390,1.0653,1,Hong Kong,,22.2500 114.1667
12,[203.188.117.34],1,430.9428,373.3840,536.3841,1.5695,1,Hong Kong,,22.2500 114.1667
13,[137.189.192.250],1,350.3817,336.1690,363.2090,1.0607,1,Hong Kong,,22.2500 114.1667
14,[137.189.9.57],1,344.7948,339.7820,353.3199,1.0254,1,Hong Kong,,22.2500 114.1667
15,[137.189.11.73],1,347.0420,340.7779,355.8230,1.0396,1,Hong Kong,,22.2500 114.1667
