hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,94.2322,31.2629,267.3740,-0.5770,0,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,46.8070,40.5040,53.1189,-0.9275,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.2735,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.2735,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.2735,0,S/D,S/D,0.0000 0.0000
6,[200.89.164.65],1,70.1218,63.7341,77.5168,-0.7552,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.86],1,51.6950,36.0010,68.8829,-0.8914,0,Argentina,,-34.0000 -64.0000
8,[64.214.130.253],1,50.8375,35.8040,83.5018,-0.8978,0,United States,,38.0000 -97.0000
9,[67.17.74.42],1,288.3232,278.4710,300.0519,0.8577,1,United States,,38.0000 -97.0000
10,[146.82.54.2],1,304.1281,290.5459,316.0810,0.9745,1,United States,Cypress,29.9878 -95.6550
11,[194.85.40.229],1,311.6807,298.9788,331.6221,1.0303,1,Russian Federation,,60.0000 100.0000
12,[194.190.254.118],1,305.6795,303.2639,307.9312,0.9860,1,Russian Federation,,60.0000 100.0000
13,[93.180.0.172],1,301.0898,298.5570,304.2021,0.9520,1,Russian Federation,Moscow,55.7522 37.6156
14,[188.44.33.41],1,318.5688,307.6222,331.0971,1.0812,1,Russian Federation,Moscow,55.7522 37.6156
15,[188.44.33.22],1,307.7462,296.7801,319.0830,1.0012,1,Russian Federation,Moscow,55.7522 37.6156
16,[93.180.0.18],1,305.7581,295.5830,319.7691,0.9865,1,Russian Federation,Moscow,55.7522 37.6156
