hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,212.2536,28.2841,751.1849,0.8632,1,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,60.3010,41.7049,81.3301,-0.7796,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.4316,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.4316,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.4316,0,S/D,S/D,0.0000 0.0000
6,[200.89.166.65],1,60.3188,50.6160,68.3630,-0.7794,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.1],1,82.6840,61.1701,118.6769,-0.5376,0,Argentina,,-34.0000 -64.0000
8,[200.89.165.250],1,118.1406,111.6340,127.8651,-0.1543,0,Argentina,,-34.0000 -64.0000
9,[64.209.94.97],1,93.3068,72.0341,137.9330,-0.4228,0,United States,,38.0000 -97.0000
10,[67.16.134.218],1,182.0292,171.2830,188.7698,0.5364,1,United States,,38.0000 -97.0000
11,[4.68.111.121],1,195.5152,173.2919,233.8388,0.6822,1,United States,,38.0000 -97.0000
12,[4.69.138.123],1,215.7795,199.8870,228.3621,0.9013,1,United States,,38.0000 -97.0000
13,[],0,0.0000,0.0000,0.0000,-1.4316,0,S/D,S/D,0.0000 0.0000
14,[4.69.134.21],1,220.8275,214.9620,227.2608,0.9559,1,United States,,38.0000 -97.0000
15,[4.69.151.145],1,216.2654,212.5020,225.6699,0.9065,1,United States,,38.0000 -97.0000
16,[],0,0.0000,0.0000,0.0000,-1.4316,0,S/D,S/D,0.0000 0.0000
17,[4.34.191.254],1,226.0920,209.0349,245.1880,1.0128,1,United States,,38.0000 -97.0000
18,[184.168.0.73],1,225.6008,207.7210,254.9210,1.0075,1,United States,Scottsdale,33.6119 -111.8906
19,[184.168.0.73],1,235.7217,226.5708,242.7719,1.1169,1,United States,Scottsdale,33.6119 -111.8906
20,[97.74.255.129],1,221.3323,210.1450,238.2550,0.9613,1,United States,Scottsdale,33.6119 -111.8906
21,[23.229.137.67],1,214.5235,202.6000,232.9409,0.8877,1,United States,Scottsdale,33.6119 -111.8906
