hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,81.8042,32.6791,205.8530,-0.4230,0,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,48.8734,38.9400,66.7140,-0.7551,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.2481,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.2481,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.2481,0,S/D,S/D,0.0000 0.0000
6,[200.89.166.101],1,53.7360,45.9690,57.6720,-0.7061,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.86],1,56.8483,44.1761,80.2801,-0.6747,0,Argentina,,-34.0000 -64.0000
8,[67.17.156.165],1,56.0902,38.0378,79.4330,-0.6823,0,United States,,38.0000 -97.0000
9,[67.16.143.22],1,213.7876,205.6959,224.0589,0.9083,1,United States,,38.0000 -97.0000
10,[208.49.181.70],1,244.3705,234.0651,255.6880,1.2167,1,United States,,38.0000 -97.0000
11,[184.105.222.2],1,249.0883,236.2871,260.2510,1.2643,1,United States,Fremont,37.5155 -121.8962
12,[184.105.148.150],1,216.3225,211.5090,223.9969,0.9338,1,United States,Fremont,37.5155 -121.8962
13,[207.23.240.85],1,219.1887,214.7141,227.1140,0.9627,1,Canada,Vancouver,49.2836 -123.1041
14,[137.82.123.138],1,223.6759,219.4049,233.5620,1.0080,1,Canada,Vancouver,49.2765 -123.2177
15,[137.82.123.65],1,217.5396,211.7531,223.6061,0.9461,1,Canada,Vancouver,49.2765 -123.2177
16,[],0,0.0000,0.0000,0.0000,-1.2481,0,S/D,S/D,0.0000 0.0000
17,[137.82.130.49],1,222.2403,212.5189,231.8201,0.9935,1,Canada,Vancouver,49.2765 -123.2177
