hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,83.1003,33.1500,195.7059,-0.5851,0,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,40.6639,37.3621,46.9508,-0.8699,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.1428,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.1428,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.1428,0,S/D,S/D,0.0000 0.0000
6,[200.89.164.73],1,61.6084,41.1088,78.4431,-0.7294,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.1],1,48.8965,43.0720,57.5440,-0.8147,0,Argentina,,-34.0000 -64.0000
8,[200.89.165.250],1,58.0260,40.5529,75.1171,-0.7534,0,Argentina,,-34.0000 -64.0000
9,[64.209.94.97],1,49.7851,36.4521,58.3951,-0.8087,0,United States,,38.0000 -97.0000
10,[67.17.95.214],1,193.9862,183.1689,214.0830,0.1590,0,United States,,38.0000 -97.0000
11,[64.211.206.226],1,215.7077,195.9078,236.7289,0.3047,0,United States,,38.0000 -97.0000
12,[63.218.56.110],1,365.4349,351.3000,379.8659,1.3095,1,United States,Miami,25.7743 -80.1937
13,[203.188.118.121],1,350.6947,343.5478,359.5760,1.2106,1,Hong Kong,,22.2500 114.1667
14,[203.188.117.34],1,361.6585,354.1930,368.6130,1.2842,1,Hong Kong,,22.2500 114.1667
15,[137.189.192.250],1,358.7630,344.0359,393.2021,1.2648,1,Hong Kong,,22.2500 114.1667
16,[137.189.9.57],1,353.1553,339.2010,372.1571,1.2271,1,Hong Kong,,22.2500 114.1667
17,[137.189.11.73],1,353.5447,347.2362,359.8659,1.2297,1,Hong Kong,,22.2500 114.1667
