hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,79.5977,27.0171,207.7289,-0.5070,0,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,54.4124,38.7709,67.5550,-0.7517,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.2804,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.2804,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.2804,0,S/D,S/D,0.0000 0.0000
6,[200.89.166.101],1,52.8296,41.2381,58.6281,-0.7671,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.197],1,58.7951,46.3352,66.8311,-0.7091,0,Argentina,,-34.0000 -64.0000
8,[200.89.165.222],1,75.4393,62.1500,84.4960,-0.5474,0,Argentina,,-34.0000 -64.0000
9,[64.209.94.97],1,51.0948,36.0432,78.8851,-0.7840,0,United States,,38.0000 -97.0000
10,[67.16.166.65],1,234.9831,219.2981,268.9121,1.0028,1,United States,,38.0000 -97.0000
11,[67.17.75.58],1,222.5062,212.2600,236.8848,0.8816,1,United States,,38.0000 -97.0000
12,[208.49.181.70],1,249.4538,239.8310,255.2540,1.1434,1,United States,,38.0000 -97.0000
13,[184.105.222.2],1,272.0751,246.4120,300.7102,1.3633,1,United States,Fremont,37.5155 -121.8962
14,[184.105.148.150],1,223.3965,208.9112,246.4449,0.8903,1,United States,Fremont,37.5155 -121.8962
15,[207.23.240.85],1,248.8785,210.6860,347.5900,1.1379,1,Canada,Vancouver,49.2836 -123.1041
16,[137.82.123.138],1,236.6905,209.9550,256.9611,1.0194,1,Canada,Vancouver,49.2765 -123.2177
17,[137.82.123.65],1,215.1477,208.1399,223.2039,0.8101,1,Canada,Vancouver,49.2765 -123.2177
18,[],0,0.0000,0.0000,0.0000,-1.2804,0,S/D,S/D,0.0000 0.0000
19,[137.82.130.49],1,228.4538,209.6641,235.8348,0.9394,1,Canada,Vancouver,49.2765 -123.2177
