hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,87.5921,29.3550,241.4751,-0.3161,0,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,48.1675,35.8641,59.8290,-0.7124,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.1965,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.1965,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.1965,0,S/D,S/D,0.0000 0.0000
6,[200.89.166.101],1,39.1132,33.2088,46.9072,-0.8034,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.86],1,29.2128,36.5300,42.9020,-0.9029,0,Argentina,,-34.0000 -64.0000
8,[67.17.156.165],1,43.1734,36.4282,57.5581,-0.7626,0,United States,,38.0000 -97.0000
9,[67.16.143.22],1,215.2238,204.5522,225.1818,0.9668,1,United States,,38.0000 -97.0000
10,[208.49.181.70],1,234.8947,226.3179,241.2670,1.1646,1,United States,,38.0000 -97.0000
11,[184.105.222.2],1,235.3027,232.4331,237.8769,1.1687,1,United States,Fremont,37.5155 -121.8962
12,[184.105.148.150],1,219.1268,212.7450,233.6302,1.0061,1,United States,Fremont,37.5155 -121.8962
13,[207.23.240.85],1,217.4380,213.1321,226.1691,0.9891,1,Canada,Vancouver,49.2836 -123.1041
14,[137.82.123.138],1,218.2842,214.5929,225.4009,0.9976,1,Canada,Vancouver,49.2765 -123.2177
15,[137.82.123.65],1,219.9057,215.3900,224.4279,1.0139,1,Canada,Vancouver,49.2765 -123.2177
16,[],0,0.0000,0.0000,0.0000,-1.1965,0,S/D,S/D,0.0000 0.0000
17,[137.82.130.49],1,216.1945,213.5510,221.2570,0.9766,1,Canada,Vancouver,49.2765 -123.2177
