hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,261.3643,31.3420,950.0959,1.4092,1,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,101.1360,35.1989,196.0340,-0.2550,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.3054,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.3054,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.3054,0,S/D,S/D,0.0000 0.0000
6,[200.89.166.65],1,50.5420,41.7449,70.2629,-0.7804,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.1],1,38.0887,44.3830,55.7599,-0.9098,0,Argentina,,-34.0000 -64.0000
8,[200.89.165.250],1,57.9785,41.9459,65.7389,-0.7032,0,Argentina,,-34.0000 -64.0000
9,[64.209.94.97],1,38.1456,36.7000,39.5491,-0.9092,0,United States,,38.0000 -97.0000
10,[67.16.139.26],1,210.7220,177.0849,236.9001,0.8832,1,United States,,38.0000 -97.0000
11,[4.68.111.121],1,177.6290,173.6829,181.2110,0.5395,1,United States,,38.0000 -97.0000
12,[4.69.138.123],1,203.7857,194.6280,214.4070,0.8112,1,United States,,38.0000 -97.0000
13,[],0,0.0000,0.0000,0.0000,-1.3054,0,S/D,S/D,0.0000 0.0000
14,[4.69.134.21],1,206.5931,191.3230,224.2370,0.8403,1,United States,,38.0000 -97.0000
15,[4.69.151.145],1,215.6150,194.4621,234.8149,0.9340,1,United States,,38.0000 -97.0000
16,[],0,0.0000,0.0000,0.0000,-1.3054,0,S/D,S/D,0.0000 0.0000
17,[4.34.191.254],1,220.6410,203.5651,267.2260,0.9862,1,United States,,38.0000 -97.0000
18,[184.168.0.73],1,218.3307,203.6839,231.0240,0.9623,1,United States,Scottsdale,33.6119 -111.8906
19,[184.168.0.73],1,209.7162,203.6209,219.5740,0.8728,1,United States,Scottsdale,33.6119 -111.8906
20,[97.74.255.129],1,213.6462,205.3039,221.9939,0.9136,1,United States,Scottsdale,33.6119 -111.8906
21,[23.229.137.67],1,215.4122,210.2230,229.4469,0.9319,1,United States,Scottsdale,33.6119 -111.8906
