hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,104.3801,28.4212,304.5449,-0.5994,0,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,64.5299,53.7412,81.3432,-0.8942,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.3716,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.3716,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.3716,0,S/D,S/D,0.0000 0.0000
6,[200.89.164.65],1,69.7283,46.9220,95.8860,-0.8557,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.86],1,64.9237,42.2790,87.1360,-0.8913,0,Argentina,,-34.0000 -64.0000
8,[64.214.130.253],1,132.7910,0.0000,228.4200,-0.3892,0,United States,,38.0000 -97.0000
9,[67.17.74.42],1,313.1945,305.3989,321.8060,0.9454,1,United States,,38.0000 -97.0000
10,[146.82.54.2],1,303.3266,293.4792,314.2850,0.8724,1,United States,Cypress,29.9878 -95.6550
11,[194.85.40.229],1,320.7692,303.8650,335.6929,1.0015,1,Russian Federation,,60.0000 100.0000
12,[194.190.254.118],1,322.9743,308.6100,337.2931,1.0178,1,Russian Federation,,60.0000 100.0000
13,[93.180.0.172],1,309.4934,299.1521,327.5931,0.9180,1,Russian Federation,Moscow,55.7522 37.6156
14,[188.44.33.41],1,323.8068,307.1961,343.4651,1.0239,1,Russian Federation,Moscow,55.7522 37.6156
15,[188.44.33.22],1,322.8294,305.4850,342.8578,1.0167,1,Russian Federation,Moscow,55.7522 37.6156
16,[93.180.0.18],1,313.6630,303.3741,327.7869,0.9489,1,Russian Federation,Moscow,55.7522 37.6156
