hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,71.0025,39.4001,188.5300,-0.7367,0,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,52.7952,44.7390,62.8221,-0.8562,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.2030,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.2030,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.2030,0,S/D,S/D,0.0000 0.0000
6,[200.89.164.73],1,66.9498,56.0560,83.6580,-0.7633,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.1],1,73.3793,51.0821,97.3289,-0.7210,0,Argentina,,-34.0000 -64.0000
8,[200.89.165.250],1,73.9353,67.6839,82.7501,-0.7174,0,Argentina,,-34.0000 -64.0000
9,[64.209.94.97],1,83.4485,59.9110,106.8261,-0.6549,0,United States,,38.0000 -97.0000
10,[67.17.95.214],1,225.1098,198.5972,252.1310,0.2755,0,United States,,38.0000 -97.0000
11,[64.211.206.226],1,243.8634,207.8600,287.5779,0.3987,0,United States,,38.0000 -97.0000
12,[63.218.56.110],1,364.2138,354.8160,375.7179,1.1892,1,United States,Miami,25.7743 -80.1937
13,[203.188.118.121],1,362.2878,353.4892,377.6369,1.1765,1,Hong Kong,,22.2500 114.1667
14,[203.188.117.34],1,377.4913,368.1440,387.5039,1.2764,1,Hong Kong,,22.2500 114.1667
15,[137.189.192.250],1,380.2325,369.9570,385.8140,1.2944,1,Hong Kong,,22.2500 114.1667
16,[137.189.9.57],1,375.2435,349.7488,389.7960,1.2616,1,Hong Kong,,22.2500 114.1667
17,[137.189.11.73],1,363.7450,359.7410,367.6682,1.1861,1,Hong Kong,,22.2500 114.1667
