hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,77.2575,29.3710,213.8429,-0.4763,0,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,53.8828,38.9981,63.8850,-0.7166,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.2706,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.2706,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.2706,0,S/D,S/D,0.0000 0.0000
6,[200.89.166.101],1,59.1747,45.4488,73.2212,-0.6622,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.197],1,47.4015,43.2570,56.8540,-0.7833,0,Argentina,,-34.0000 -64.0000
8,[200.89.165.222],1,56.5175,47.7290,70.8740,-0.6895,0,Argentina,,-34.0000 -64.0000
9,[64.209.94.97],1,42.5220,38.1880,48.7170,-0.8334,0,United States,,38.0000 -97.0000
10,[67.16.166.65],1,216.4885,202.6260,228.2898,0.9550,1,United States,,38.0000 -97.0000
11,[67.17.75.58],1,215.0053,201.1170,239.1269,0.9397,1,United States,,38.0000 -97.0000
12,[208.49.181.70],1,238.0605,230.7780,250.2649,1.1768,1,United States,,38.0000 -97.0000
13,[184.105.222.2],1,236.4338,231.9970,241.6582,1.1600,1,United States,Fremont,37.5155 -121.8962
14,[184.105.148.150],1,221.8207,214.7601,233.2129,1.0098,1,United States,Fremont,37.5155 -121.8962
15,[207.23.240.85],1,226.3648,208.3671,244.3750,1.0565,1,Canada,Vancouver,49.2836 -123.1041
16,[137.82.123.138],1,221.3347,216.0339,228.5080,1.0048,1,Canada,Vancouver,49.2765 -123.2177
17,[137.82.123.65],1,228.9023,214.5920,246.0971,1.0826,1,Canada,Vancouver,49.2765 -123.2177
18,[],0,0.0000,0.0000,0.0000,-1.2706,0,S/D,S/D,0.0000 0.0000
19,[137.82.130.49],1,207.0925,203.4750,209.0321,0.8584,1,Canada,Vancouver,49.2765 -123.2177
