hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,96.1469,46.5839,220.3341,-0.3673,0,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,62.6536,46.9229,89.4902,-0.7005,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.3238,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.3238,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.3238,0,S/D,S/D,0.0000 0.0000
6,[200.89.166.101],1,77.7110,48.4860,109.2851,-0.5507,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.197],1,60.8055,55.7930,66.8018,-0.7189,0,Argentina,,-34.0000 -64.0000
8,[200.89.165.222],1,51.9075,47.8289,59.6220,-0.8074,0,Argentina,,-34.0000 -64.0000
9,[64.209.94.97],1,67.6175,49.8090,83.0832,-0.6511,0,United States,,38.0000 -97.0000
10,[67.16.166.65],1,226.9700,198.8640,254.5381,0.9341,1,United States,,38.0000 -97.0000
11,[67.17.75.58],1,226.5188,202.7800,254.8430,0.9296,1,United States,,38.0000 -97.0000
12,[208.49.181.70],1,266.7820,259.6390,272.0339,1.3301,1,United States,,38.0000 -97.0000
13,[184.105.222.2],1,264.7215,242.7959,276.7389,1.3096,1,United States,Fremont,37.5155 -121.8962
14,[184.105.148.150],1,213.9853,202.7290,244.4921,0.8049,1,United States,Fremont,37.5155 -121.8962
15,[207.23.240.85],1,217.5662,210.6340,227.7508,0.8405,1,Canada,Vancouver,49.2836 -123.1041
16,[137.82.123.138],1,232.7587,212.4979,258.8420,0.9917,1,Canada,Vancouver,49.2765 -123.2177
17,[137.82.123.65],1,224.7348,215.7240,239.8651,0.9119,1,Canada,Vancouver,49.2765 -123.2177
18,[],0,0.0000,0.0000,0.0000,-1.3238,0,S/D,S/D,0.0000 0.0000
19,[137.82.130.49],1,237.4700,217.2050,254.6709,1.0385,1,Canada,Vancouver,49.2765 -123.2177
