hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,77.8853,33.3111,198.6260,-0.6433,0,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,56.9803,39.8228,76.4401,-0.7857,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.1739,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.1739,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.1739,0,S/D,S/D,0.0000 0.0000
6,[200.89.164.73],1,54.8918,49.1540,58.6660,-0.7999,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.1],1,64.2532,55.6810,80.5709,-0.7361,0,Argentina,,-34.0000 -64.0000
8,[200.89.165.250],1,75.2270,46.4599,103.7939,-0.6614,0,Argentina,,-34.0000 -64.0000
9,[64.209.94.97],1,55.6557,40.5660,80.9901,-0.7947,0,United States,,38.0000 -97.0000
10,[67.17.95.214],1,199.8812,181.0780,241.7660,0.1879,0,United States,,38.0000 -97.0000
11,[64.211.206.226],1,202.8670,190.5811,219.4421,0.2082,0,United States,,38.0000 -97.0000
12,[63.218.56.110],1,348.1064,343.3309,352.7999,1.1978,1,United States,Miami,25.7743 -80.1937
13,[203.188.118.121],1,358.2985,344.6810,388.1910,1.2672,1,Hong Kong,,22.2500 114.1667
14,[203.188.117.34],1,369.7780,365.8409,379.1871,1.3454,1,Hong Kong,,22.2500 114.1667
15,[137.189.192.250],1,357.7657,341.3360,384.8860,1.2636,1,Hong Kong,,22.2500 114.1667
16,[137.189.9.57],1,350.3810,343.9031,361.2440,1.2133,1,Hong Kong,,22.2500 114.1667
17,[137.189.11.73],1,357.1665,345.4380,368.9120,1.2595,1,Hong Kong,,22.2500 114.1667
