hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,239.7795,30.5779,865.1600,0.8523,1,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,52.7501,40.0281,79.3421,-0.8061,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.2739,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.2739,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.2739,0,S/D,S/D,0.0000 0.0000
6,[200.89.166.65],1,63.1037,43.5500,84.0518,-0.7143,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.1],1,66.4181,56.7482,72.9251,-0.6849,0,Argentina,,-34.0000 -64.0000
8,[200.89.165.250],1,87.2803,56.4561,125.9401,-0.4999,0,Argentina,,-34.0000 -64.0000
9,[64.209.94.97],1,72.1550,47.6849,95.7160,-0.6340,0,United States,,38.0000 -97.0000
10,[67.16.134.218],1,390.7786,224.3402,459.5811,2.1912,1,United States,,38.0000 -97.0000
11,[4.68.111.121],1,192.7565,181.2179,210.9380,0.4353,0,United States,,38.0000 -97.0000
12,[4.69.138.123],1,220.6827,210.2759,241.4119,0.6830,1,United States,,38.0000 -97.0000
13,[],0,0.0000,0.0000,0.0000,-1.2739,0,S/D,S/D,0.0000 0.0000
14,[4.69.134.21],1,233.7592,211.6640,275.8789,0.7989,1,United States,,38.0000 -97.0000
15,[4.69.151.145],1,221.7411,200.0380,234.3352,0.6923,1,United States,,38.0000 -97.0000
16,[],0,0.0000,0.0000,0.0000,-1.2739,0,S/D,S/D,0.0000 0.0000
17,[4.34.191.254],1,228.8077,216.6240,242.5730,0.7550,1,United States,,38.0000 -97.0000
18,[184.168.0.73],1,240.7560,230.3081,256.6059,0.8610,1,United States,Scottsdale,33.6119 -111.8906
19,[184.168.0.73],1,240.6975,230.4170,252.4350,0.8604,1,United States,Scottsdale,33.6119 -111.8906
20,[97.74.255.129],1,226.7127,220.0599,231.7369,0.7364,1,United States,Scottsdale,33.6119 -111.8906
21,[23.229.137.67],1,238.6943,215.6570,259.8450,0.8427,1,United States,Scottsdale,33.6119 -111.8906
