hop,ips,cant_ips,time,min_times,max_times,zrtt,distinguido,pais,ciudad,lat lng
1,[192.168.1.1],1,259.4560,33.7780,886.5261,1.4200,1,Reserved,,0.0000 0.0000
2,[186.137.165.1],1,60.5087,35.1560,119.9009,-0.6649,0,Argentina,Buenos Aires,-34.5875 -58.6725
3,[],0,0.0000,0.0000,0.0000,-1.2990,0,S/D,S/D,0.0000 0.0000
4,[],0,0.0000,0.0000,0.0000,-1.2990,0,S/D,S/D,0.0000 0.0000
5,[],0,0.0000,0.0000,0.0000,-1.2990,0,S/D,S/D,0.0000 0.0000
6,[200.89.166.65],1,50.8277,44.5709,62.6550,-0.7664,0,Argentina,,-34.0000 -64.0000
7,[200.89.165.1],1,53.6575,44.5571,64.3680,-0.7367,0,Argentina,,-34.0000 -64.0000
8,[200.89.165.250],1,55.7952,44.0300,77.6639,-0.7143,0,Argentina,,-34.0000 -64.0000
9,[64.209.94.97],1,50.7577,34.1399,67.5449,-0.7671,0,United States,,38.0000 -97.0000
10,[67.16.139.26],1,185.4122,169.2870,217.1519,0.6440,1,United States,,38.0000 -97.0000
11,[4.68.111.121],1,174.1875,163.8699,185.8599,0.5264,1,United States,,38.0000 -97.0000
12,[4.69.138.123],1,205.7707,191.9479,223.9919,0.8574,1,United States,,38.0000 -97.0000
13,[],0,0.0000,0.0000,0.0000,-1.2990,0,S/D,S/D,0.0000 0.0000
14,[4.69.134.21],1,212.5950,191.9632,238.9700,0.9289,1,United States,,38.0000 -97.0000
15,[4.69.151.145],1,201.9837,195.1120,204.4659,0.8177,1,United States,,38.0000 -97.0000
16,[],0,0.0000,0.0000,0.0000,-1.2990,0,S/D,S/D,0.0000 0.0000
17,[4.34.191.254],1,211.8829,209.4278,215.2069,0.9214,1,United States,,38.0000 -97.0000
18,[184.168.0.73],1,223.9532,207.3879,263.8099,1.0479,1,United States,Scottsdale,33.6119 -111.8906
19,[184.168.0.73],1,218.4763,209.8169,227.9842,0.9905,1,United States,Scottsdale,33.6119 -111.8906
20,[97.74.255.129],1,225.0832,217.3209,230.2928,1.0598,1,United States,Scottsdale,33.6119 -111.8906
21,[23.229.137.67],1,212.7558,203.6331,225.1451,0.9306,1,United States,Scottsdale,33.6119 -111.8906
